# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DAPK2	ENSECAG00000012621	ENSECAT00000013400	protein_coding	3	37	14	1522	0	0	0	1	0	0	0	133	0	0	0	1333	14	0	0	1	2	8	0	0	0	0	0	33	63
DAPK2	ENSECAG00000012621	ENSECAT00000040720	protein_coding	4	36	15	1882	0	0	0	1	0	0	0	54	0	0	0	1770	15	0	0	1	2	6	0	0	1	0	0	34	63
DAPK2	ENSECAG00000012621	ENSECAT00000055087	protein_coding	1	41	21	1251	0	0	0	0	0	0	0	53	0	0	0	1138	21	0	0	0	1	3	0	0	0	0	0	39	63
DCAF11	ENSECAG00000022710	ENSECAT00000037907	protein_coding	8	70	23	326	0	0	19	1	0	0	0	148	0	1	0	102	23	0	0	2	6	7	0	0	0	0	0	66	68
DCAF11	ENSECAG00000022710	ENSECAT00000056498	protein_coding	7	58	23	340	0	1	30	1	0	0	0	148	0	1	0	104	23	0	0	2	5	7	0	0	0	0	0	53	68
DCLRE1A	ENSECAG00000010731	ENSECAT00000011118	protein_coding	12	79	92	298	0	0	6	2	0	2	2	50	0	10	0	166	86	0	0	0	0	2	0	0	2	0	0	78	77
DCLRE1A	ENSECAG00000010731	ENSECAT00000032010	protein_coding	12	76	90	303	0	0	6	2	0	2	2	50	0	10	0	171	84	0	0	0	0	2	0	0	2	0	0	75	77
DDIT4	ENSECAG00000004107	ENSECAT00000004086	protein_coding	1	27	13	214	0	1	2	0	1	0	0	157	0	0	0	3	12	0	0	0	1	0	0	0	0	0	0	26	53
DDX21	ENSECAG00000010810	ENSECAT00000011504	protein_coding	10	94	63	453	0	0	0	1	0	1	1	159	0	3	0	250	60	0	0	0	7	11	0	0	1	0	0	85	60
DDX50	ENSECAG00000023044	ENSECAT00000024827	protein_coding	11	99	29	506	0	0	0	1	0	0	0	60	0	5	0	390	28	0	0	1	2	9	2	0	1	1	1	92	64
DENND10	ENSECAG00000013713	ENSECAT00000014441	protein_coding	7	40	29	772	0	0	2	1	0	0	0	98	0	7	0	610	28	0	0	0	0	5	0	0	0	0	0	35	67
DENND4A	ENSECAG00000024306	ENSECAT00000026216	protein_coding	15	231	95	1112	0	0	3	2	1	1	0	77	0	6	0	999	92	0	0	3	7	11	0	0	1	0	0	223	50
DENND4A	ENSECAG00000024306	ENSECAT00000038207	protein_coding	15	232	95	1111	0	0	3	2	1	1	0	77	0	6	0	998	92	0	0	3	7	11	0	0	1	0	0	224	50
DENND4A	ENSECAG00000024306	ENSECAT00000038675	protein_coding	15	232	95	1111	0	0	3	2	1	1	0	77	0	6	0	998	92	0	0	3	7	11	0	0	1	0	0	224	50
DENND4A	ENSECAG00000024306	ENSECAT00000059398	protein_coding	13	211	93	1042	0	0	5	2	1	1	0	72	0	6	0	928	90	0	0	3	5	9	0	0	1	0	0	205	50
DEPP1	ENSECAG00000003150	ENSECAT00000002986	protein_coding	0	4	6	116	0	0	0	0	0	0	0	57	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	59
DET1	ENSECAG00000021247	ENSECAT00000022645	protein_coding	0	45	5	430	17	0	5	0	0	0	0	40	0	0	0	282	5	0	0	0	0	2	0	0	0	0	0	43	88
DET1	ENSECAG00000021247	ENSECAT00000069943	protein_coding	0	44	3	395	17	0	0	0	0	0	0	40	0	0	0	255	3	0	0	0	0	2	0	0	0	0	0	42	85
DET1	ENSECAG00000021247	ENSECAT00000071089	protein_coding	0	46	4	346	17	0	0	0	0	0	0	40	0	0	0	209	4	0	0	0	0	0	0	0	0	0	0	46	80
DET1	ENSECAG00000021247	ENSECAT00000077790	protein_coding	0	48	11	421	17	0	0	0	0	0	0	40	0	0	0	276	11	0	0	0	0	0	0	0	0	0	0	48	88
DHRS1	ENSECAG00000021432	ENSECAT00000022925	protein_coding	1	10	5	379	0	0	0	0	0	0	0	130	0	1	0	125	5	0	0	0	0	1	0	0	0	0	0	9	125
DHRS2	ENSECAG00000012643	ENSECAT00000013216	protein_coding	0	6	7	248	4	0	5	0	0	0	0	61	0	0	0	134	7	0	0	0	0	1	0	0	0	0	0	6	44
DHRS2	ENSECAG00000012643	ENSECAT00000017981	protein_coding	0	7	8	246	4	0	5	0	0	0	0	61	0	0	0	132	8	0	0	0	0	1	0	0	0	0	0	7	44
DHRS2	ENSECAG00000012643	ENSECAT00000065585	protein_coding	0	7	9	245	4	0	5	0	0	0	0	61	0	0	0	131	9	0	0	0	0	1	0	0	0	0	0	7	44
DHX32	ENSECAG00000014298	ENSECAT00000015297	protein_coding	7	108	51	594	1	1	4	0	0	0	0	165	0	2	0	396	51	0	0	3	3	6	0	0	0	1	0	102	38
DIS3L	ENSECAG00000007302	ENSECAT00000007877	protein_coding	13	167	62	582	0	0	0	0	0	0	0	123	0	11	0	399	62	0	0	3	1	12	0	0	1	0	0	162	69
DISC1	ENSECAG00000001262	ENSECAT00000001857	protein_coding	5	26	35	6975	0	0	0	0	0	0	0	109	0	3	0	6743	35	0	0	1	0	1	0	0	1	0	0	25	125
DISC1	ENSECAG00000001262	ENSECAT00000034971	protein_coding	5	40	23	3126	0	0	0	0	0	0	0	64	0	2	0	2954	23	0	0	2	0	9	0	0	2	0	0	33	117
DISC1	ENSECAG00000001262	ENSECAT00000048618	protein_coding	5	31	36	6979	6	0	0	0	0	0	0	111	0	3	0	6739	36	0	1	1	0	3	0	0	1	0	0	28	125
DISC1	ENSECAG00000001262	ENSECAT00000049622	protein_coding	5	28	36	6741	3	0	0	0	0	0	0	95	0	3	0	6520	36	0	0	1	0	1	0	0	1	0	0	27	125
DISC1	ENSECAG00000001262	ENSECAT00000051016	protein_coding	3	13	20	2035	0	0	0	0	0	0	0	79	0	1	0	1833	20	0	0	1	0	1	0	0	1	0	0	12	125
DISC1	ENSECAG00000001262	ENSECAT00000056420	protein_coding	6	29	36	6522	0	0	0	0	0	0	0	94	0	3	0	6331	36	0	0	1	0	1	1	0	1	0	0	28	99
DISC1	ENSECAG00000001262	ENSECAT00000066312	protein_coding	2	11	14	2928	0	0	0	0	0	0	0	73	0	2	0	2730	14	0	0	0	0	0	0	0	0	0	0	11	125
DISC1	ENSECAG00000001262	ENSECAT00000076663	protein_coding	4	14	20	1032	0	0	0	0	0	0	0	124	0	1	0	811	20	0	0	1	0	1	1	0	1	0	0	13	99
DISP2	ENSECAG00000015332	ENSECAT00000064986	protein_coding	6	30	23	177	14	0	0	0	0	1	0	60	0	6	0	72	22	0	0	0	0	1	0	0	0	0	0	29	32
DKK1	ENSECAG00000017837	ENSECAT00000018851	protein_coding	0	3	4	254	26	0	0	0	0	0	0	63	0	0	0	13	4	0	0	0	0	0	0	0	0	0	0	3	152
DLG5	ENSECAG00000013283	ENSECAT00000014492	protein_coding	4	105	35	1913	5	1	4	0	0	1	1	66	0	3	0	1748	33	0	0	1	0	6	0	0	0	0	0	100	95
DLG5	ENSECAG00000013283	ENSECAT00000014496	protein_coding	4	104	35	1914	5	1	4	0	0	1	1	66	0	3	0	1749	33	0	0	1	0	6	0	0	0	0	0	99	95
DLG5	ENSECAG00000013283	ENSECAT00000034013	protein_coding	4	100	31	1922	5	1	4	0	0	1	1	66	0	3	0	1757	29	0	0	1	0	6	0	0	0	0	0	95	95
DLG5	ENSECAG00000013283	ENSECAT00000061429	protein_coding	4	105	37	1911	5	1	4	0	0	1	1	66	0	3	0	1746	35	0	0	1	0	7	0	0	0	0	0	100	95
DLL4	ENSECAG00000013434	ENSECAT00000014007	protein_coding	0	27	11	185	2	2	5	0	0	0	0	44	0	0	0	86	11	0	0	0	0	1	0	0	0	0	0	24	49
DMAC2L	ENSECAG00000022429	ENSECAT00000023948	protein_coding	0	13	15	150	0	0	0	0	0	0	0	75	0	0	0	9	15	0	0	0	0	0	0	0	0	0	0	13	66
DMXL2	ENSECAG00000000381	ENSECAT00000001362	protein_coding	15	237	87	2164	0	0	5	0	0	0	0	100	0	11	0	1984	87	0	0	4	2	9	0	0	1	0	0	231	85
DMXL2	ENSECAG00000000381	ENSECAT00000030946	protein_coding	14	245	88	2156	0	0	5	0	0	0	0	100	0	11	0	1975	88	0	0	3	2	9	0	0	1	0	0	239	85
DMXL2	ENSECAG00000000381	ENSECAT00000053370	protein_coding	14	239	83	2164	0	0	0	0	0	0	0	100	0	11	0	1984	83	0	0	3	2	7	0	0	1	0	0	235	87
DNA2	ENSECAG00000022137	ENSECAT00000023897	protein_coding	13	115	74	926	0	0	0	3	0	1	0	95	0	6	0	770	70	0	0	5	3	17	1	0	0	0	0	103	79
DNAAF2	ENSECAG00000012031	ENSECAT00000012455	protein_coding	0	23	11	407	0	0	0	0	0	0	0	247	0	0	0	65	11	0	0	0	0	1	0	0	0	0	0	23	95
DNAAF4	ENSECAG00000010951	ENSECAT00000011564	protein_coding	2	11	7	1678	2	0	2	0	0	0	0	124	0	2	0	1497	7	0	0	0	0	0	0	0	0	0	0	11	53
DNAAF4	ENSECAG00000010951	ENSECAT00000050933	protein_coding	2	11	7	1822	0	0	2	0	0	0	0	0	0	2	0	1767	7	0	0	0	0	0	0	0	0	0	0	11	53
DNAAF4	ENSECAG00000010951	ENSECAT00000069098	protein_coding	2	11	5	1669	0	0	2	0	0	0	0	115	0	2	0	1499	5	0	0	0	0	0	0	0	0	0	0	11	53
DNAJA4	ENSECAG00000023807	ENSECAT00000025523	protein_coding	2	48	23	322	39	0	0	0	0	0	0	80	0	1	0	160	23	0	0	1	0	2	0	0	1	0	1	47	44
DNAJB12	ENSECAG00000010516	ENSECAT00000011101	protein_coding	9	61	17	416	2	0	0	0	0	1	1	116	0	4	0	264	15	0	0	5	0	8	0	0	0	0	0	54	45
DNAJC12	ENSECAG00000010494	ENSECAT00000010882	protein_coding	1	5	5	718	0	0	0	0	0	1	0	94	0	0	0	549	4	0	0	0	0	1	0	0	1	0	0	5	75
DNAJC12	ENSECAG00000010494	ENSECAT00000051151	protein_coding	1	6	5	621	0	0	0	0	0	1	0	110	0	0	0	436	4	0	0	0	0	1	0	0	1	0	0	6	75
DNAJC12	ENSECAG00000010494	ENSECAT00000072981	protein_coding	0	0	1	456	0	0	0	0	0	0	0	56	0	0	0	325	1	0	0	0	0	0	0	0	0	0	0	0	75
DNAJC17	ENSECAG00000019839	ENSECAT00000021181	protein_coding	2	24	14	792	3	0	0	1	0	0	0	97	0	0	0	527	13	0	0	0	2	5	0	0	0	0	0	20	170
DNAJC17	ENSECAG00000019839	ENSECAT00000074112	protein_coding	1	12	3	654	0	0	0	1	0	0	0	56	0	0	0	431	2	0	0	0	1	2	0	0	0	0	0	10	170
DNAJC17	ENSECAG00000019839	ENSECAT00000078589	protein_coding	2	21	13	797	16	0	0	1	0	0	0	97	0	0	0	520	12	0	0	0	2	7	0	0	0	0	0	15	170
DNAJC9	ENSECAG00000004257	ENSECAT00000004930	protein_coding	4	47	16	277	0	0	0	0	0	1	0	58	0	3	0	65	15	0	0	1	0	9	0	0	0	0	0	40	162
DNMBP	ENSECAG00000010813	ENSECAT00000011272	protein_coding	3	100	50	1202	0	0	0	0	2	2	0	53	0	2	0	1079	46	0	0	0	0	2	0	0	1	0	0	98	72
DNMBP	ENSECAG00000010813	ENSECAT00000045627	protein_coding	3	58	38	874	15	0	0	0	0	0	0	55	0	2	0	725	38	0	0	0	0	1	0	0	1	0	0	57	80
DNMBP	ENSECAG00000010813	ENSECAT00000069736	protein_coding	3	100	51	1207	15	0	0	0	2	2	0	55	0	2	0	1067	47	0	0	0	0	2	0	0	1	0	0	98	72
DNMBP	ENSECAG00000010813	ENSECAT00000072745	protein_coding	3	58	38	874	15	0	0	0	0	0	0	55	0	2	0	725	38	0	0	0	0	1	0	0	1	0	0	57	80
DNMBP	ENSECAG00000010813	ENSECAT00000075995	protein_coding	3	56	26	641	15	0	0	0	0	0	0	55	0	2	0	478	26	0	0	0	0	2	0	0	1	0	0	54	95
DNTT	ENSECAG00000015340	ENSECAT00000016457	protein_coding	0	6	7	779	7	0	0	0	0	0	0	72	0	0	0	562	7	0	0	0	0	2	0	0	0	0	0	4	140
DNTT	ENSECAG00000015340	ENSECAT00000061695	protein_coding	1	6	5	1009	7	0	0	0	0	0	0	72	0	0	0	877	5	0	0	0	0	2	1	0	0	0	0	4	55
DNTT	ENSECAG00000015340	ENSECAT00000073100	protein_coding	0	6	7	779	44	0	0	0	0	0	0	72	0	0	0	525	7	0	0	0	0	2	0	0	0	0	0	4	140
DOCK1	ENSECAG00000023813	ENSECAT00000006521	protein_coding	2	51	7	8352	0	0	0	0	0	0	0	77	0	2	0	8188	7	0	0	0	0	10	0	0	0	0	0	42	96
DOCK1	ENSECAG00000023813	ENSECAT00000025560	protein_coding	2	50	8	8352	0	0	0	0	0	0	0	77	0	2	0	8189	8	0	0	0	0	11	0	0	0	0	0	40	96
DOCK1	ENSECAG00000023813	ENSECAT00000054081	protein_coding	2	51	8	8351	0	0	0	0	0	0	0	77	0	2	0	8188	8	0	0	0	0	11	0	0	0	0	0	41	96
DPCD	ENSECAG00000009848	ENSECAT00000010230	protein_coding	1	18	11	485	0	0	0	0	0	0	0	61	0	1	0	340	11	0	0	0	0	0	0	0	0	0	0	18	84
DPCD	ENSECAG00000009848	ENSECAT00000046209	protein_coding	1	18	11	380	0	0	0	0	0	0	0	111	0	1	0	185	11	0	0	0	0	0	0	0	0	0	0	18	84
DPH6	ENSECAG00000014365	ENSECAT00000014987	protein_coding	1	16	3	2449	2	2	13	0	0	0	0	83	0	1	0	2283	3	0	0	0	0	0	0	0	0	0	0	14	68
DPH6	ENSECAG00000014365	ENSECAT00000037283	protein_coding	2	17	4	2421	0	2	13	0	0	0	0	84	0	2	0	2257	4	0	0	0	0	1	0	0	0	0	0	14	68
DPH6	ENSECAG00000014365	ENSECAT00000065968	protein_coding	0	12	6	554	0	2	13	0	0	0	0	78	0	0	0	395	6	0	0	0	0	2	0	0	0	0	0	10	68
DPP8	ENSECAG00000010846	ENSECAT00000011666	protein_coding	7	87	19	1007	50	0	0	0	0	0	0	73	0	1	0	829	19	0	0	0	4	6	0	0	2	0	0	82	64
DPP8	ENSECAG00000010846	ENSECAT00000069028	protein_coding	7	81	17	1015	50	0	1	0	0	0	0	73	0	1	0	836	17	0	0	0	4	6	0	0	2	0	0	76	64
DPP8	ENSECAG00000010846	ENSECAT00000070675	protein_coding	7	85	21	944	0	1	9	0	1	0	1	149	0	1	0	736	19	0	1	0	4	7	0	0	2	0	0	79	58
DPP8	ENSECAG00000010846	ENSECAT00000073924	protein_coding	7	82	18	1013	50	0	0	0	0	0	0	73	0	1	0	835	18	0	0	0	4	6	0	0	2	0	0	77	64
DPYSL4	ENSECAG00000017084	ENSECAT00000018621	protein_coding	3	10	12	428	18	0	0	0	0	0	0	97	0	3	0	250	12	0	0	0	0	2	0	0	0	0	0	8	65
DPYSL4	ENSECAG00000017084	ENSECAT00000048922	protein_coding	2	8	9	434	18	0	2	0	0	0	0	97	0	2	0	254	9	0	0	0	0	2	0	0	0	0	0	6	65
DRGX	ENSECAG00000023018	ENSECAT00000024616	protein_coding	0	16	4	738	56	0	3	0	0	0	0	71	0	0	0	528	4	0	0	0	0	2	0	0	0	0	0	14	82
DTD2	ENSECAG00000016348	ENSECAT00000017126	protein_coding	1	28	12	400	0	1	13	0	0	0	0	98	0	1	0	164	12	0	0	0	0	1	0	0	0	0	0	26	126
DTWD1	ENSECAG00000012316	ENSECAT00000012768	protein_coding	3	39	31	287	1	0	0	0	2	1	0	48	0	2	1	174	28	0	0	0	0	1	1	0	0	0	0	37	65
DTWD1	ENSECAG00000012316	ENSECAT00000046339	protein_coding	3	34	31	306	0	0	0	0	2	1	0	61	0	2	1	181	28	0	0	0	0	1	1	0	0	0	0	32	65
DTWD1	ENSECAG00000012316	ENSECAT00000072898	protein_coding	4	36	31	301	0	0	0	0	2	1	0	48	0	2	1	183	28	0	0	0	1	2	1	0	0	0	0	34	72
DUOX1	ENSECAG00000023918	ENSECAT00000026134	protein_coding	3	40	41	425	0	0	0	0	0	0	0	103	0	2	0	275	41	0	0	0	1	6	0	0	0	0	0	37	51
DUOX2	ENSECAG00000017764	ENSECAT00000019272	protein_coding	0	41	14	274	0	0	0	0	0	0	0	40	0	0	0	205	14	0	0	0	0	8	0	0	0	0	0	35	35
DUOXA1	ENSECAG00000009034	ENSECAT00000009304	protein_coding	1	5	5	120	0	0	0	0	0	0	0	34	0	1	0	28	5	0	0	0	0	1	0	0	0	0	0	4	59
DUOXA1	ENSECAG00000009034	ENSECAT00000054158	protein_coding	1	3	5	122	0	0	0	0	0	0	0	34	0	1	0	30	5	0	0	0	0	1	0	0	0	0	0	2	59
DUOXA2	ENSECAG00000014758	ENSECAT00000015499	protein_coding	0	3	1	155	0	0	0	0	0	0	0	52	0	0	0	16	1	0	0	0	0	1	0	0	0	0	0	2	88
DUSP13	ENSECAG00000000088	ENSECAT00000000110	protein_coding	0	2	2	753	0	0	0	0	0	0	0	33	0	0	0	594	2	0	0	0	0	1	0	0	0	0	0	1	127
DUSP13	ENSECAG00000000088	ENSECAT00000044946	protein_coding	0	2	1	754	0	0	0	0	0	0	0	33	0	0	0	595	1	0	0	0	0	1	0	0	0	0	0	1	127
DUSP13	ENSECAG00000000088	ENSECAT00000050676	protein_coding	0	2	1	718	0	0	0	0	0	0	0	33	0	0	0	581	1	0	0	0	0	1	0	0	0	0	0	1	105
DUSP13	ENSECAG00000000088	ENSECAT00000070081	protein_coding	0	1	0	755	2	0	0	0	0	0	0	33	0	0	0	594	0	0	0	0	0	1	0	0	0	0	0	0	127
DUSP29	ENSECAG00000020752	ENSECAT00000022108	protein_coding	0	6	8	518	0	0	0	0	0	0	0	57	0	0	0	377	8	0	0	0	0	0	0	0	0	0	0	6	84
DUSP5	ENSECAG00000013514	ENSECAT00000014061	protein_coding	6	74	37	475	0	0	0	0	0	1	0	218	0	3	0	189	36	0	0	2	0	4	0	0	1	0	0	70	74
DYDC1	ENSECAG00000035666	ENSECAT00000032059	protein_coding	0	1	1	522	0	0	0	0	0	0	0	62	0	0	0	385	1	0	0	0	0	0	0	0	0	0	0	1	75
DYDC2	ENSECAG00000015770	ENSECAT00000016534	protein_coding	0	1	3	227	0	0	0	0	0	0	0	53	0	0	0	56	3	0	0	0	0	0	0	0	0	0	0	1	118
EAPP	ENSECAG00000009667	ENSECAT00000009926	protein_coding	5	18	10	382	0	0	0	0	0	0	0	0	0	4	0	186	10	0	0	1	0	5	0	0	0	0	0	16	199
EAPP	ENSECAG00000009667	ENSECAT00000052580	protein_coding	5	18	10	382	0	0	0	0	0	0	0	0	0	4	0	186	10	0	0	1	0	5	0	0	0	0	0	16	199
EAPP	ENSECAG00000009667	ENSECAT00000071837	protein_coding	5	18	10	387	0	0	0	0	0	0	0	0	0	4	0	191	10	0	0	1	0	5	0	0	0	0	0	16	199
EBF3	ENSECAG00000034734	ENSECAT00000037135	protein_coding	3	9	8	1977	0	0	4	0	1	0	0	83	0	2	0	1826	7	0	0	0	0	5	0	0	1	0	0	6	67
EBF3	ENSECAG00000034734	ENSECAT00000039454	protein_coding	3	9	8	1978	0	0	4	0	1	0	0	84	0	2	0	1826	7	0	0	0	0	5	0	0	1	0	0	6	67
EBF3	ENSECAG00000034734	ENSECAT00000054115	protein_coding	3	10	10	1936	0	0	4	0	1	0	0	82	0	2	0	1786	9	0	0	0	0	5	0	0	1	0	0	7	67
EBF3	ENSECAG00000034734	ENSECAT00000056886	protein_coding	3	9	8	1939	0	0	4	0	1	0	0	82	0	2	0	1789	7	0	0	0	0	5	0	0	1	0	0	6	67
ECD	ENSECAG00000022704	ENSECAT00000024386	protein_coding	9	52	40	635	0	0	1	0	0	0	0	154	0	7	0	402	40	0	0	2	0	0	0	0	0	0	0	52	80
ECD	ENSECAG00000022704	ENSECAT00000078278	protein_coding	9	51	38	638	0	0	1	0	0	0	0	154	0	7	0	405	38	0	0	2	0	0	0	0	0	0	0	51	80
ECHS1	ENSECAG00000012703	ENSECAT00000013377	protein_coding	3	41	22	181	0	0	0	0	0	0	0	64	0	3	0	73	22	0	0	0	0	6	0	0	0	0	0	37	48
ECHS1	ENSECAG00000012703	ENSECAT00000038346	protein_coding	4	38	19	178	0	0	0	0	0	0	0	64	0	3	0	59	19	0	0	0	0	6	1	0	0	0	0	34	59
EDARADD	ENSECAG00000007926	ENSECAT00000008015	protein_coding	0	8	4	1037	0	0	0	0	0	0	0	78	0	0	0	902	4	0	0	0	0	0	0	0	0	0	0	8	57
EDARADD	ENSECAG00000007926	ENSECAT00000051818	protein_coding	0	11	4	1028	0	3	17	0	0	0	0	78	0	0	0	882	4	0	0	0	0	0	0	0	0	0	0	8	51
EDC3	ENSECAG00000017994	ENSECAT00000019108	protein_coding	4	88	14	783	26	0	0	0	0	0	0	164	0	3	0	525	14	0	0	0	1	8	0	0	0	0	0	82	74
EDC3	ENSECAG00000017994	ENSECAT00000074886	protein_coding	4	85	15	819	0	0	0	0	0	0	0	135	0	3	0	616	15	0	0	0	1	7	0	0	0	0	0	80	74
EDC3	ENSECAG00000017994	ENSECAT00000075211	protein_coding	4	83	9	793	26	0	0	0	0	0	0	164	0	3	0	540	9	0	0	0	1	13	0	0	0	0	0	72	74
EDRF1	ENSECAG00000000346	ENSECAT00000000842	protein_coding	7	161	33	723	16	0	0	0	1	0	0	75	0	3	0	553	32	0	0	4	1	10	0	0	0	0	0	154	90
EDRF1	ENSECAG00000000346	ENSECAT00000074140	protein_coding	7	159	32	726	16	0	0	0	1	0	0	75	0	3	0	556	31	0	0	4	1	10	0	0	0	0	0	152	90
EFL1	ENSECAG00000016354	ENSECAT00000017573	protein_coding	4	111	56	1856	0	0	2	0	0	1	1	76	0	4	0	1613	54	0	0	0	0	7	0	0	0	0	0	108	168
EFS	ENSECAG00000026863	ENSECAT00000028986	protein_coding	0	22	11	237	0	0	0	0	0	0	0	95	0	0	0	65	11	0	0	0	0	0	0	0	0	0	0	22	77
EFS	ENSECAG00000026863	ENSECAT00000065081	protein_coding	0	23	14	233	0	0	0	0	0	0	1	95	0	0	0	61	13	0	0	0	0	0	0	0	0	0	0	23	77
EFS	ENSECAG00000026863	ENSECAT00000078717	protein_coding	0	22	11	237	0	0	0	0	0	0	0	95	0	0	0	66	11	0	0	0	0	1	0	0	0	0	0	21	77
EGLN1	ENSECAG00000021704	ENSECAT00000023145	protein_coding	3	26	18	990	2	0	0	0	0	0	0	243	0	1	0	685	18	0	0	0	1	1	0	0	1	0	0	25	62
EGLN1	ENSECAG00000021704	ENSECAT00000049613	protein_coding	6	32	29	981	7	0	0	0	0	0	0	208	0	2	0	708	29	0	0	1	1	4	0	0	3	0	0	30	62
EGLN1	ENSECAG00000021704	ENSECAT00000057059	protein_coding	3	28	18	991	0	0	0	0	0	0	0	246	0	1	0	685	18	0	0	0	1	1	0	0	1	0	0	27	62
EGLN3	ENSECAG00000005086	ENSECAT00000005524	protein_coding	0	8	2	493	19	2	12	0	0	0	0	86	0	0	0	309	2	0	0	0	0	1	0	0	0	0	0	5	68
EGR2	ENSECAG00000010818	ENSECAT00000011152	protein_coding	2	94	23	287	0	3	13	0	0	0	1	112	0	2	0	93	22	0	0	0	0	1	0	0	0	0	0	90	70
EHD4	ENSECAG00000017216	ENSECAT00000018492	protein_coding	5	101	13	1246	44	0	0	0	1	0	0	44	0	2	0	1066	12	0	0	0	3	4	0	0	0	1	1	98	97
EIF2AK4	ENSECAG00000000348	ENSECAT00000001641	protein_coding	14	221	73	1482	3	2	17	0	0	1	0	79	0	5	1	1292	72	0	0	7	0	14	0	0	2	0	0	205	111
EIF3A	ENSECAG00000021880	ENSECAT00000023600	protein_coding	21	215	37	638	24	0	0	0	1	3	1	120	0	7	0	444	33	0	0	1	13	20	0	0	1	0	0	197	81
EIF3J	ENSECAG00000008716	ENSECAT00000008981	protein_coding	0	10	3	415	0	0	0	0	0	0	0	140	0	0	0	218	3	0	0	0	0	0	0	0	0	0	0	10	57
EIF3J	ENSECAG00000008716	ENSECAT00000069400	protein_coding	1	12	4	411	0	0	0	0	0	0	0	140	0	0	0	215	4	0	0	0	0	1	0	0	1	0	0	11	57
EIF3J	ENSECAG00000008716	ENSECAT00000072750	protein_coding	1	10	4	413	0	0	0	0	0	0	0	140	0	0	0	217	4	0	0	0	0	1	0	0	1	0	0	9	57
EIF4EBP2	ENSECAG00000034245	ENSECAT00000016950	protein_coding	1	21	2	717	91	4	67	0	0	0	0	173	0	0	0	228	2	0	0	0	1	3	0	0	0	0	0	14	161
EIF4EBP2	ENSECAG00000034245	ENSECAT00000053277	protein_coding	9	28	22	679	91	1	29	0	1	2	2	173	0	7	0	228	17	0	0	0	1	3	0	0	1	0	0	24	161
ELL3	ENSECAG00000015723	ENSECAT00000016653	protein_coding	6	23	31	187	0	0	0	0	0	0	0	99	0	5	0	24	31	0	0	1	1	6	0	0	0	0	0	20	69
ELOVL3	ENSECAG00000023578	ENSECAT00000025282	protein_coding	0	0	3	111	0	0	0	0	0	0	0	72	0	0	0	18	3	0	0	0	0	0	0	0	0	0	0	0	21
EMC4	ENSECAG00000025049	ENSECAT00000027033	protein_coding	3	22	3	368	31	0	0	0	0	0	0	198	0	0	0	67	3	0	0	0	3	4	0	0	0	0	0	19	78
EMC4	ENSECAG00000025049	ENSECAT00000071495	protein_coding	2	12	3	367	0	0	0	0	0	0	0	217	0	0	0	75	3	0	0	0	2	1	0	0	0	0	0	11	78
EMC4	ENSECAG00000025049	ENSECAT00000072232	protein_coding	0	7	3	374	0	0	0	0	0	0	0	217	0	0	0	79	3	0	0	0	0	0	0	0	0	0	0	7	78
EMC7	ENSECAG00000018499	ENSECAT00000019635	protein_coding	3	35	1	225	0	0	0	0	0	0	0	75	0	1	0	96	1	0	0	2	0	4	0	0	0	0	0	32	59
EMC9	ENSECAG00000016944	ENSECAT00000017888	protein_coding	2	33	19	386	0	0	0	0	0	0	0	89	0	0	0	149	19	0	0	1	1	5	0	0	1	0	0	29	153
EMC9	ENSECAG00000016944	ENSECAT00000054948	protein_coding	4	19	13	291	0	0	0	0	0	0	0	134	0	1	0	8	13	0	0	2	2	3	0	0	1	0	0	17	153
EMC9	ENSECAG00000016944	ENSECAT00000058469	protein_coding	2	22	29	385	0	0	0	0	0	0	0	89	0	0	0	147	29	0	0	1	1	4	0	0	1	0	0	19	153
EMC9	ENSECAG00000016944	ENSECAT00000063276	protein_coding	2	21	26	366	5	0	0	1	0	0	0	100	0	0	0	113	26	0	0	2	1	6	0	0	0	0	0	17	153
EMX2	ENSECAG00000031152	ENSECAT00000043283	protein_coding	0	1	2	246	41	0	0	0	0	1	0	55	0	0	0	66	1	0	0	0	0	0	0	0	0	0	0	1	84
EMX2	ENSECAG00000031152	ENSECAT00000044202	protein_coding	0	1	2	246	86	0	0	0	0	1	0	55	0	0	0	21	1	0	0	0	0	0	0	0	0	0	0	1	84
